medal_code,athlete_name,country_code,discipline_code,event
1,KIM Je Deok,KOR,ARC,Mixed Team
1,AN San,KOR,ARC,Mixed Team
2,SCHLOESSER Gabriela,NED,ARC,Mixed Team
2,WIJLER Steve,NED,ARC,Mixed Team
3,ALVAREZ Luis,MEX,ARC,Mixed Team
3,VALENCIA Alejandra,MEX,ARC,Mixed Team
1,CARAPAZ Richard,ECU,CRD,Men's Road Race
2,van AERT Wout,BEL,CRD,Men's Road Race
3,POGACAR Tadej,SLO,CRD,Men's Road Race
1,SZILAGYI Aron,HUN,FEN,Men's Sabre Individual
2,SAMELE Luigi,ITA,FEN,Men's Sabre Individual
3,KIM Junghwan,KOR,FEN,Men's Sabre Individual
1,SUN Yiwen,CHN,FEN,Women's &Eacute;p&eacute;e Individual
2,POPESCU Ana Maria,ROU,FEN,Women's &Eacute;p&eacute;e Individual
3,LEHIS Katrina,EST,FEN,Women's &Eacute;p&eacute;e Individual
1,TAKATO Naohisa,JPN,JUD,Men -60 kg
2,YANG Yung Wei,TPE,JUD,Men -60 kg
3,MKHEIDZE Luka,FRA,JUD,Men -60 kg
3,SMETOV Yeldos,KAZ,JUD,Men -60 kg
1,KRASNIQI Distria,KOS,JUD,Women -48 kg
2,TONAKI Funa,JPN,JUD,Women -48 kg
3,BILODID Daria,UKR,JUD,Women -48 kg
3,MUNKHBAT Urantsetseg,MGL,JUD,Women -48 kg
1,FOROUGHI Javad,IRI,SHO,10m Air Pistol Men
2,MIKEC Damir,SRB,SHO,10m Air Pistol Men
3,PANG Wei,CHN,SHO,10m Air Pistol Men
1,YANG Qian,CHN,SHO,10m Air Rifle Women
2,GALASHINA Anastasiia,ROC,SHO,10m Air Rifle Women
3,CHRISTEN Nina,SUI,SHO,10m Air Rifle Women
1,DELL'AQUILA Vito,ITA,TKW,Men -58kg
2,JENDOUBI Mohamed Khalil,TUN,TKW,Men -58kg
3,ARTAMONOV Mikhail,ROC,TKW,Men -58kg
3,JANG Jun,KOR,TKW,Men -58kg
1,WONGPATTANAKIT Panipak,THA,TKW,Women -49kg
2,CEREZO IGLESIAS Adriana,ESP,TKW,Women -49kg
3,BOGDANOVIC Tijana,SRB,TKW,Women -49kg
3,SEMBERG Abishag,ISR,TKW,Women -49kg
1,HOU Zhihui,CHN,WLF,Women's 49kg
2,MIRABAI Chanu Saikhom,IND,WLF,Women's 49kg
3,AISAH Windy Cantika,INA,WLF,Women's 49kg
1,KANG Chaeyoung,KOR,ARC,Women's Team
1,AN San,KOR,ARC,Women's Team
1,JANG Minhee,KOR,ARC,Women's Team
2,OSIPOVA Elena,ROC,ARC,Women's Team
2,PEROVA Ksenia,ROC,ARC,Women's Team
2,GOMBOEVA Svetlana,ROC,ARC,Women's Team
3,SCHWARZ Charline,GER,ARC,Women's Team
3,UNRUH Lisa,GER,ARC,Women's Team
3,KROPPEN Michelle,GER,ARC,Women's Team
1,KIESENHOFER Anna,AUT,CRD,Women's Road Race
2,van VLEUTEN Annemiek,NED,CRD,Women's Road Race
3,LONGO BORGHINI Elisa,ITA,CRD,Women's Road Race
1,WANG Han,CHN,DIV,Women's Synchronised 3m Springboard
1,SHI Tingmao,CHN,DIV,Women's Synchronised 3m Springboard
2,ABEL Jennifer,CAN,DIV,Women's Synchronised 3m Springboard
2,CITRINI BEAULIEU Melissa,CAN,DIV,Women's Synchronised 3m Springboard
3,HENTSCHEL Lena,GER,DIV,Women's Synchronised 3m Springboard
3,PUNZEL Tina,GER,DIV,Women's Synchronised 3m Springboard
1,CANNONE Romain,FRA,FEN,Men's &Eacute;p&eacute;e Individual
2,SIKLOSI Gergely,HUN,FEN,Men's &Eacute;p&eacute;e Individual
3,REIZLIN Igor,UKR,FEN,Men's &Eacute;p&eacute;e Individual
1,KIEFER Lee,USA,FEN,Women's Foil Individual
2,DERIGLAZOVA Inna,ROC,FEN,Women's Foil Individual
3,KOROBEYNIKOVA Larisa,ROC,FEN,Women's Foil Individual
1,ABE Hifumi,JPN,JUD,Men -66 kg
2,MARGVELASHVILI Vazha,GEO,JUD,Men -66 kg
3,AN Baul,KOR,JUD,Men -66 kg
3,CARGNIN Daniel,BRA,JUD,Men -66 kg
1,ABE Uta,JPN,JUD,Women -52 kg
2,BUCHARD Amandine,FRA,JUD,Women -52 kg
3,GILES Chelsie,GBR,JUD,Women -52 kg
3,GIUFFRIDA Odette,ITA,JUD,Women -52 kg
1,BATSARASHKINA Vitalina,ROC,SHO,10m Air Pistol Women
2,KOSTADINOVA Antoaneta,BUL,SHO,10m Air Pistol Women
3,JIANG Ranxin,CHN,SHO,10m Air Pistol Women
1,SHANER William,USA,SHO,10m Air Rifle Men
2,SHENG Lihao,CHN,SHO,10m Air Rifle Men
3,YANG Haoran,CHN,SHO,10m Air Rifle Men
1,HORIGOME Yuto,JPN,SKB,Men's Street
2,HOEFLER Kelvin,BRA,SKB,Men's Street
3,EATON Jagger,USA,SKB,Men's Street
1,HAFNAOUI Ahmed,TUN,SWM,Men's 400m Freestyle
2,McLOUGHLIN Jack,AUS,SWM,Men's 400m Freestyle
3,SMITH Kieran,USA,SWM,Men's 400m Freestyle
1,KALISZ Chase,USA,SWM,Men's 400m Individual Medley
2,LITHERLAND Jay,USA,SWM,Men's 400m Individual Medley
3,SMITH Brendon,AUS,SWM,Men's 400m Individual Medley
1,CAMPBELL Cate,AUS,SWM,Women's 4 x 100m Freestyle Relay
1,CAMPBELL Bronte,AUS,SWM,Women's 4 x 100m Freestyle Relay
1,McKEON Emma,AUS,SWM,Women's 4 x 100m Freestyle Relay
1,WILSON Madison,AUS,SWM,Women's 4 x 100m Freestyle Relay
1,O'CALLAGHAN Mollie,AUS,SWM,Women's 4 x 100m Freestyle Relay
1,HARRIS Meg,AUS,SWM,Women's 4 x 100m Freestyle Relay
2,OLEKSIAK Penny,CAN,SWM,Women's 4 x 100m Freestyle Relay
2,SMITH Rebecca,CAN,SWM,Women's 4 x 100m Freestyle Relay
2,SANCHEZ Kayla,CAN,SWM,Women's 4 x 100m Freestyle Relay
2,MACNEIL Margaret,CAN,SWM,Women's 4 x 100m Freestyle Relay
2,RUCK Taylor,CAN,SWM,Women's 4 x 100m Freestyle Relay
3,BROWN Erika,USA,SWM,Women's 4 x 100m Freestyle Relay
3,WEITZEIL Abbey,USA,SWM,Women's 4 x 100m Freestyle Relay
3,de LOOF Catie,USA,SWM,Women's 4 x 100m Freestyle Relay
3,SCHMITT Allison,USA,SWM,Women's 4 x 100m Freestyle Relay
3,HINDS Natalie,USA,SWM,Women's 4 x 100m Freestyle Relay
3,SMOLIGA Olivia,USA,SWM,Women's 4 x 100m Freestyle Relay
3,MANUEL Simone,USA,SWM,Women's 4 x 100m Freestyle Relay
1,OHASHI Yui,JPN,SWM,Women's 400m Individual Medley
2,WEYANT Emma,USA,SWM,Women's 400m Individual Medley
3,FLICKINGER Hali,USA,SWM,Women's 400m Individual Medley
1,RASHITOV Ulugbek,UZB,TKW,Men -68kg
2,SINDEN Bradly,GBR,TKW,Men -68kg
3,RECBER Hakan,TUR,TKW,Men -68kg
3,ZHAO Shuai,CHN,TKW,Men -68kg
1,ZOLOTIC Anastasija,USA,TKW,Women -57kg
2,MININA Tatiana,ROC,TKW,Women -57kg
3,LO Chia-Ling,TPE,TKW,Women -57kg
3,ILGUN Hatice Kubra,TUR,TKW,Women -57kg
1,LI Fabin,CHN,WLF,Men's 61kg
2,IRAWAN Eko Yuli,INA,WLF,Men's 61kg
3,SON Igor,KAZ,WLF,Men's 61kg
1,CHEN Lijun,CHN,WLF,Men's 67kg
2,MOSQUERA LOZANO Luis Javier,COL,WLF,Men's 67kg
3,ZANNI Mirko,ITA,WLF,Men's 67kg
1,KIM Je Deok,KOR,ARC,Men's Team
1,OH Jinhyek,KOR,ARC,Men's Team
1,KIM Woojin,KOR,ARC,Men's Team
2,TANG Chih-Chun,TPE,ARC,Men's Team
2,WEI Chun-Heng,TPE,ARC,Men's Team
2,DENG Yu-Cheng,TPE,ARC,Men's Team
3,FURUKAWA Takaharu,JPN,ARC,Men's Team
3,KAWATA Yuki,JPN,ARC,Men's Team
3,MUTO Hiroki,JPN,ARC,Men's Team
1,ABLIAZIN Denis,ROC,GAR,Men's Team
1,BELYAVSKIY David,ROC,GAR,Men's Team
1,DALALOYAN Artur,ROC,GAR,Men's Team
1,NAGORNYY Nikita,ROC,GAR,Men's Team
2,KAYA Kazuma,JPN,GAR,Men's Team
2,TANIGAWA Wataru,JPN,GAR,Men's Team
2,KITAZONO Takeru,JPN,GAR,Men's Team
2,HASHIMOTO Daiki,JPN,GAR,Men's Team
3,LIN Chaopan,CHN,GAR,Men's Team
3,SUN Wei,CHN,GAR,Men's Team
3,XIAO Ruoteng,CHN,GAR,Men's Team
3,ZOU Jingyuan,CHN,GAR,Men's Team
1,SAVSEK Benjamin,SLO,CSL,Men's Canoe
2,ROHAN Lukas,CZE,CSL,Men's Canoe
3,TASIADIS Sideris,GER,CSL,Men's Canoe
1,PIDCOCK Thomas,GBR,MTB,Men's Cross-country
2,FLUECKIGER Mathias,SUI,MTB,Men's Cross-country
3,VALERO SERRANO David,ESP,MTB,Men's Cross-country
1,DALEY Thomas,GBR,DIV,Men's Synchronised 10m Platform
1,LEE Matty,GBR,DIV,Men's Synchronised 10m Platform
2,CAO Yuan,CHN,DIV,Men's Synchronised 10m Platform
2,CHEN Aisen,CHN,DIV,Men's Synchronised 10m Platform
3,BONDAR Aleksandr,ROC,DIV,Men's Synchronised 10m Platform
3,MINIBAEV Viktor,ROC,DIV,Men's Synchronised 10m Platform
1,CHEUNG Ka Long,HKG,FEN,Men's Foil Individual
2,GAROZZO Daniele,ITA,FEN,Men's Foil Individual
3,CHOUPENITCH Alexander,CZE,FEN,Men's Foil Individual
1,POZDNIAKOVA Sofia,ROC,FEN,Women's Sabre Individual
2,VELIKAYA Sofya,ROC,FEN,Women's Sabre Individual
3,BRUNET Manon,FRA,FEN,Women's Sabre Individual
1,ONO Shohei,JPN,JUD,Men -73 kg
2,SHAVDATUASHVILI Lasha,GEO,JUD,Men -73 kg
3,AN Changrim,KOR,JUD,Men -73 kg
3,TSEND-OCHIR Tsogtbaatar,MGL,JUD,Men -73 kg
1,GJAKOVA Nora,KOS,JUD,Women -57 kg
2,CYSIQUE Sarah Leonie,FRA,JUD,Women -57 kg
3,KLIMKAIT Jessica,CAN,JUD,Women -57 kg
3,YOSHIDA Tsukasa,JPN,JUD,Women -57 kg
1,HANCOCK Vincent,USA,SHO,Skeet Men
2,HANSEN Jesper,DEN,SHO,Skeet Men
3,ALRASHIDI Abdullah,KUW,SHO,Skeet Men
1,ENGLISH Amber,USA,SHO,Skeet Women
2,BACOSI Diana,ITA,SHO,Skeet Women
3,WEI Meng,CHN,SHO,Skeet Women
1,NISHIYA Momiji,JPN,SKB,Women's Street
2,LEAL Rayssa,BRA,SKB,Women's Street
3,NAKAYAMA Funa,JPN,SKB,Women's Street
1,PEATY Adam,GBR,SWM,Men's 100m Breaststroke
2,KAMMINGA Arno,NED,SWM,Men's 100m Breaststroke
3,MARTINENGHI Nicolo,ITA,SWM,Men's 100m Breaststroke
1,CURRY Brooks,USA,SWM,Men's 4 x 100m Freestyle Relay
1,DRESSEL Caeleb,USA,SWM,Men's 4 x 100m Freestyle Relay
1,BECKER Bowen,USA,SWM,Men's 4 x 100m Freestyle Relay
1,PIERONI Blake,USA,SWM,Men's 4 x 100m Freestyle Relay
1,APPLE Zach,USA,SWM,Men's 4 x 100m Freestyle Relay
2,CECCON Thomas,ITA,SWM,Men's 4 x 100m Freestyle Relay
2,FRIGO Manuel,ITA,SWM,Men's 4 x 100m Freestyle Relay
2,ZAZZERI Lorenzo,ITA,SWM,Men's 4 x 100m Freestyle Relay
2,CONDORELLI Santo,ITA,SWM,Men's 4 x 100m Freestyle Relay
2,MIRESSI Alessandro,ITA,SWM,Men's 4 x 100m Freestyle Relay
3,CHALMERS Kyle,AUS,SWM,Men's 4 x 100m Freestyle Relay
3,GRAHAM Alexander,AUS,SWM,Men's 4 x 100m Freestyle Relay
3,INCERTI Zac,AUS,SWM,Men's 4 x 100m Freestyle Relay
3,McEVOY Cameron,AUS,SWM,Men's 4 x 100m Freestyle Relay
3,TEMPLE Matthew,AUS,SWM,Men's 4 x 100m Freestyle Relay
1,MACNEIL Margaret,CAN,SWM,Women's 100m Butterfly
2,ZHANG Yufei,CHN,SWM,Women's 100m Butterfly
3,McKEON Emma,AUS,SWM,Women's 100m Butterfly
1,TITMUS Ariarne,AUS,SWM,Women's 400m Freestyle
2,LEDECKY Kathleen,USA,SWM,Women's 400m Freestyle
3,LI Bingjie,CHN,SWM,Women's 400m Freestyle
1,MIZUTANI Jun,JPN,TTE,Mixed Doubles
1,ITO Mima,JPN,TTE,Mixed Doubles
2,XU Xin,CHN,TTE,Mixed Doubles
2,LIU Shiwen,CHN,TTE,Mixed Doubles
3,LIN Yun Ju,TPE,TTE,Mixed Doubles
3,CHENG I Ching,TPE,TTE,Mixed Doubles
1,KHRAMTCOV Maksim,ROC,TKW,Men -80kg
2,ELSHARABATY Saleh,JOR,TKW,Men -80kg
3,KANAET Toni,CRO,TKW,Men -80kg
3,EISSA Seif,EGY,TKW,Men -80kg
1,JELIC Matea,CRO,TKW,Women -67kg
2,WILLIAMS Lauren,GBR,TKW,Women -67kg
3,GBAGBI Ruth,CIV,TKW,Women -67kg
3,MALAK Hedaya,EGY,TKW,Women -67kg
1,BLUMMENFELT Kristian,NOR,TRI,Men's Individual
2,YEE Alex,GBR,TRI,Men's Individual
3,WILDE Hayden,NZL,TRI,Men's Individual
1,DIAZ Hidilyn,PHI,WLF,Women's 55kg
2,LIAO Qiuyun,CHN,WLF,Women's 55kg
3,CHINSHANLO Zulfiya,KAZ,WLF,Women's 55kg
1,AKHAIMOVA Liliia,ROC,GAR,Women's Team
1,MELNIKOVA Angelina,ROC,GAR,Women's Team
1,URAZOVA Vladislava,ROC,GAR,Women's Team
1,LISTUNOVA Viktoriia,ROC,GAR,Women's Team
2,Mc CALLUM Grace,USA,GAR,Women's Team
2,LEE Sunisa,USA,GAR,Women's Team
2,CHILES Jordan,USA,GAR,Women's Team
2,BILES Simone,USA,GAR,Women's Team
3,GADIROVA Jennifer,GBR,GAR,Women's Team
3,GADIROVA Jessica,GBR,GAR,Women's Team
3,KINSELLA Alice,GBR,GAR,Women's Team
3,MORGAN Amelie,GBR,GAR,Women's Team
1,UENO Yukiko,JPN,BSB,Softball
1,GOTO Miu,JPN,BSB,Softball
1,FUJITA Yamato,JPN,BSB,Softball
1,AGATSUMA Haruka,JPN,BSB,Softball
1,KIYOHARA Nayu,JPN,BSB,Softball
1,ATSUMI Mana,JPN,BSB,Softball
1,ICHIGUCHI Yuka,JPN,BSB,Softball
1,KAWABATA Hitomi,JPN,BSB,Softball
1,NAITO Minori,JPN,BSB,Softball
1,YAMAMOTO Yu,JPN,BSB,Softball
1,HARADA Nodoka,JPN,BSB,Softball
1,MORI Sayaka,JPN,BSB,Softball
1,YAMAZAKI Saki,JPN,BSB,Softball
1,YAMADA Eri,JPN,BSB,Softball
1,MINE Yukiyo,JPN,BSB,Softball
2,AGUILAR Ali,USA,BSB,Softball
2,CARDA Ally,USA,BSB,Softball
2,CHIDESTER Amanda,USA,BSB,Softball
2,MUNRO Aubree,USA,BSB,Softball
2,MULIPOLA Dejah,USA,BSB,Softball
2,SPAULDING Delaney,USA,BSB,Softball
2,Mc CLENEY Haylie,USA,BSB,Softball
2,REED Janie,USA,BSB,Softball
2,MOULTRIE Michelle,USA,BSB,Softball
2,NICKLES Bubba,USA,BSB,Softball
2,GARCIA Rachel,USA,BSB,Softball
2,ARIOTO Valerie,USA,BSB,Softball
2,OSTERMAN Cat,USA,BSB,Softball
2,STEWART Kelsey,USA,BSB,Softball
2,ABBOTT Monica,USA,BSB,Softball
3,CAIRA Jenna,CAN,BSB,Softball
3,ENTZMINGER Emma,CAN,BSB,Softball
3,FRANKLIN Larissa,CAN,BSB,Softball
3,GILBERT Jen,CAN,BSB,Softball
3,GROENEWEGEN Sara,CAN,BSB,Softball
3,HAYWARD Victoria,CAN,BSB,Softball
3,HARSHMAN Kelsey,CAN,BSB,Softball
3,LAWRIE Danielle,CAN,BSB,Softball
3,LEUNG Janet,CAN,BSB,Softball
3,LYE Joey,CAN,BSB,Softball
3,POLIDORI Erika,CAN,BSB,Softball
3,RAFTER Kaleigh,CAN,BSB,Softball
3,REGULA Lauren,CAN,BSB,Softball
3,SALLING Jenn,CAN,BSB,Softball
3,WIDEMAN Natalie,CAN,BSB,Softball
1,FUNK Ricarda,GER,CSL,Women's Kayak
2,CHOURRAUT Maialen,ESP,CSL,Women's Kayak
3,FOX Jessica,AUS,CSL,Women's Kayak
1,NEFF Jolanda,SUI,MTB,Women's Cross-country
2,FREI Sina,SUI,MTB,Women's Cross-country
3,INDERGAND Linda,SUI,MTB,Women's Cross-country
1,CHEN Yuxi,CHN,DIV,Women's Synchronised 10m Platform
1,ZHANG Jiaqi,CHN,DIV,Women's Synchronised 10m Platform
2,SCHNELL Delaney,USA,DIV,Women's Synchronised 10m Platform
2,PARRATTO Jessica,USA,DIV,Women's Synchronised 10m Platform
3,AGUNDEZ GARCIA Gabriela,MEX,DIV,Women's Synchronised 10m Platform
3,OROZCO LOZA Alejandra,MEX,DIV,Women's Synchronised 10m Platform
1,WERTH Isabell,GER,EQU,Dressage Team
1,von BREDOW-WERNDL Jessica,GER,EQU,Dressage Team
1,SCHNEIDER Dorothee,GER,EQU,Dressage Team
2,LYLE Adrienne,USA,EQU,Dressage Team
2,SCHUT-KERY Sabine,USA,EQU,Dressage Team
2,PETERS Steffen,USA,EQU,Dressage Team
3,DUJARDIN Charlotte,GBR,EQU,Dressage Team
3,FRY Charlotte,GBR,EQU,Dressage Team
3,HESTER Carl,GBR,EQU,Dressage Team
1,BELJAJEVA Julia,EST,FEN,Women's &Eacute;p&eacute;e Team
1,LEHIS Katrina,EST,FEN,Women's &Eacute;p&eacute;e Team
1,KIRPU Erika,EST,FEN,Women's &Eacute;p&eacute;e Team
1,EMBRICH Irina,EST,FEN,Women's &Eacute;p&eacute;e Team
2,CHOI Injeong,KOR,FEN,Women's &Eacute;p&eacute;e Team
2,LEE Hyein,KOR,FEN,Women's &Eacute;p&eacute;e Team
2,KANG Young Mi,KOR,FEN,Women's &Eacute;p&eacute;e Team
2,SONG Sera,KOR,FEN,Women's &Eacute;p&eacute;e Team
3,SANTUCCIO Alberta,ITA,FEN,Women's &Eacute;p&eacute;e Team
3,ISOLA Federica,ITA,FEN,Women's &Eacute;p&eacute;e Team
3,FIAMINGO Rossella,ITA,FEN,Women's &Eacute;p&eacute;e Team
3,NAVARRIA Mara,ITA,FEN,Women's &Eacute;p&eacute;e Team
1,NAGASE Takanori,JPN,JUD,Men -81 kg
2,MOLLAEI Saeid,MGL,JUD,Men -81 kg
3,BORCHASHVILI Shamil,AUT,JUD,Men -81 kg
3,CASSE Matthias,BEL,JUD,Men -81 kg
1,AGBEGNENOU Clarisse,FRA,JUD,Women -63 kg
2,TRSTENJAK Tina,SLO,JUD,Women -63 kg
3,BEAUCHEMIN-PINARD Catherine,CAN,JUD,Women -63 kg
3,CENTRACCHIO Maria,ITA,JUD,Women -63 kg
1,JIANG Ranxin,CHN,SHO,10m Air Pistol Mixed Team
1,PANG Wei,CHN,SHO,10m Air Pistol Mixed Team
2,BATSARASHKINA Vitalina,ROC,SHO,10m Air Pistol Mixed Team
2,CHERNOUSOV Artem,ROC,SHO,10m Air Pistol Mixed Team
3,KOSTEVYCH Olena,UKR,SHO,10m Air Pistol Mixed Team
3,OMELCHUK Oleh,UKR,SHO,10m Air Pistol Mixed Team
1,YANG Qian,CHN,SHO,10m Air Rifle Mixed Team
1,YANG Haoran,CHN,SHO,10m Air Rifle Mixed Team
2,KOZENIESKY Lucas,USA,SHO,10m Air Rifle Mixed Team
2,TUCKER Mary Carolynn,USA,SHO,10m Air Rifle Mixed Team
3,KARIMOVA Yulia,ROC,SHO,10m Air Rifle Mixed Team
3,KAMENSKIY Sergey,ROC,SHO,10m Air Rifle Mixed Team
1,FERREIRA Italo,BRA,SRF,Men
2,IGARASHI Kanoa,JPN,SRF,Men
3,WRIGHT Owen,AUS,SRF,Men
1,MOORE Carissa,USA,SRF,Women
2,BUITENDAG Bianca,RSA,SRF,Women
3,TSUZUKI Amuro,JPN,SRF,Women
1,RYLOV Evgeny,ROC,SWM,Men's 100m Backstroke
2,KOLESNIKOV Kliment,ROC,SWM,Men's 100m Backstroke
3,MURPHY Ryan,USA,SWM,Men's 100m Backstroke
1,DEAN Tom,GBR,SWM,Men's 200m Freestyle
2,SCOTT Duncan,GBR,SWM,Men's 200m Freestyle
3,SCHEFFER Fernando,BRA,SWM,Men's 200m Freestyle
1,McKEOWN Kaylee,AUS,SWM,Women's 100m Backstroke
2,MASSE Kylie,CAN,SWM,Women's 100m Backstroke
3,SMITH Regan,USA,SWM,Women's 100m Backstroke
1,JACOBY Lydia,USA,SWM,Women's 100m Breaststroke
2,SCHOENMAKER Tatjana,RSA,SWM,Women's 100m Breaststroke
3,KING Lilly,USA,SWM,Women's 100m Breaststroke
1,LARIN Vladislav,ROC,TKW,Men +80kg
2,GEORGIEVSKI Dejan,MKD,TKW,Men +80kg
3,IN Kyo Don,KOR,TKW,Men +80kg
3,ALBA CASTILLO Rafael Yunier,CUB,TKW,Men +80kg
1,MANDIC Milica,SRB,TKW,Women +67kg
2,LEE Dabin,KOR,TKW,Women +67kg
3,LAURIN Althea,FRA,TKW,Women +67kg
3,WALKDEN Bianca,GBR,TKW,Women +67kg
1,DUFFY Flora,BER,TRI,Women's Individual
2,TAYLOR-BROWN Georgia,GBR,TRI,Women's Individual
3,ZAFERES Katie,USA,TRI,Women's Individual
1,KUO Hsing-Chun,TPE,WLF,Women's 59kg
2,GURYEVA Polina,TKM,WLF,Women's 59kg
3,ANDOH Mikiko,JPN,WLF,Women's 59kg
1,CHARRON Maude G,CAN,WLF,Women's 64kg
2,BORDIGNON Giorgia,ITA,WLF,Women's 64kg
3,CHEN Wen-Huei,TPE,WLF,Women's 64kg
1,MIEZIS Nauris,LAT,BK3,Men
1,LASMANIS Karlis,LAT,BK3,Men
1,CAVARS Agnis,LAT,BK3,Men
1,KRUMINS Edgars,LAT,BK3,Men
2,ZUEV Alexander,ROC,BK3,Men
2,KARPENKOV Ilia,ROC,BK3,Men
2,PISKLOV Kirill,ROC,BK3,Men
2,SHAROV Stanislav,ROC,BK3,Men
3,DOMOVIC BULUT Dusan,SRB,BK3,Men
3,MAJSTOROVIC Dejan,SRB,BK3,Men
3,RATKOV Aleksandar,SRB,BK3,Men
3,VASIC Mihailo,SRB,BK3,Men
1,YOUNG Jacquelyn,USA,BK3,Women
1,GRAY Allisha,USA,BK3,Women
1,PLUM Kelsey,USA,BK3,Women
1,DOLSON Stefanie,USA,BK3,Women
2,KOZIK Yulia,ROC,BK3,Women
2,LOGUNOVA Anastasiia,ROC,BK3,Women
2,FROLKINA Evgeniia,ROC,BK3,Women
2,FROLKINA Olga,ROC,BK3,Women
3,ZHANG Zhiting,CHN,BK3,Women
3,WAN Jiyuan,CHN,BK3,Women
3,YANG Shuyu,CHN,BK3,Women
3,WANG Lili,CHN,BK3,Women
1,HASHIMOTO Daiki,JPN,GAR,Men's All-Around
2,XIAO Ruoteng,CHN,GAR,Men's All-Around
3,NAGORNYY Nikita,ROC,GAR,Men's All-Around
1,ROGLIC Primoz,SLO,CRD,Men's Individual Time Trial
2,DUMOULIN Tom,NED,CRD,Men's Individual Time Trial
3,DENNIS Rohan,AUS,CRD,Men's Individual Time Trial
1,van VLEUTEN Annemiek,NED,CRD,Women's Individual Time Trial
2,REUSSER Marlen,SUI,CRD,Women's Individual Time Trial
3,van der BREGGEN Anna,NED,CRD,Women's Individual Time Trial
1,WANG Zongyuan,CHN,DIV,Men's Synchronised 3m Springboard
1,XIE Siyi,CHN,DIV,Men's Synchronised 3m Springboard
2,CAPOBIANCO Andrew,USA,DIV,Men's Synchronised 3m Springboard
2,HIXON Michael,USA,DIV,Men's Synchronised 3m Springboard
3,HAUSDING Patrick,GER,DIV,Men's Synchronised 3m Springboard
3,RUDIGER Lars,GER,DIV,Men's Synchronised 3m Springboard
1,von BREDOW-WERNDL Jessica,GER,EQU,Dressage Individual
2,WERTH Isabell,GER,EQU,Dressage Individual
3,DUJARDIN Charlotte,GBR,EQU,Dressage Individual
1,OH Sanguk,KOR,FEN,Men's Sabre Team
1,KIM Junho,KOR,FEN,Men's Sabre Team
1,KIM Junghwan,KOR,FEN,Men's Sabre Team
1,GU Bongil,KOR,FEN,Men's Sabre Team
2,MONTANO Aldo,ITA,FEN,Men's Sabre Team
2,SAMELE Luigi,ITA,FEN,Men's Sabre Team
2,BERRE' Enrico,ITA,FEN,Men's Sabre Team
2,CURATOLI Luca,ITA,FEN,Men's Sabre Team
3,SZILAGYI Aron,HUN,FEN,Men's Sabre Team
3,SZATMARI Andras,HUN,FEN,Men's Sabre Team
3,DECSI Tamas,HUN,FEN,Men's Sabre Team
3,GEMESI Csanad,HUN,FEN,Men's Sabre Team
1,BEKAURI Lasha,GEO,JUD,Men -90 kg
2,TRIPPEL Eduard,GER,JUD,Men -90 kg
3,BOBONOV Davlat,UZB,JUD,Men -90 kg
3,TOTH Krisztian,HUN,JUD,Men -90 kg
1,ARAI Chizuru,JPN,JUD,Women -70 kg
2,POLLERES Michaela,AUT,JUD,Women -70 kg
3,van DIJKE Sanne,NED,JUD,Women -70 kg
3,TAIMAZOVA Madina,ROC,JUD,Women -70 kg
1,BOUCHERON Hugo,FRA,ROW,Men's Double Sculls
1,ANDRODIAS Matthieu,FRA,ROW,Men's Double Sculls
2,BROENINK Stef,NED,ROW,Men's Double Sculls
2,TWELLAAR Melvin,NED,ROW,Men's Double Sculls
3,LIU Zhiyu,CHN,ROW,Men's Double Sculls
3,ZHANG Liang,CHN,ROW,Men's Double Sculls
1,TURRIN Spencer,AUS,ROW,Men's Four
1,HARGREAVES Jack,AUS,ROW,Men's Four
1,HILL Alexander,AUS,ROW,Men's Four
1,PURNELL Alexander,AUS,ROW,Men's Four
2,PASCARI Cosmin,ROU,ROW,Men's Four
2,SEMCIUC Mugurel Vasile,ROU,ROW,Men's Four
2,TIGANESCU Mihaita,ROU,ROW,Men's Four
2,BERARIU Stefan,ROU,ROW,Men's Four
3,CASTALDO Matteo,ITA,ROW,Men's Four
3,VICINO Giuseppe,ITA,ROW,Men's Four
3,LODO Matteo,ITA,ROW,Men's Four
3,di COSTANZO Marco,ITA,ROW,Men's Four
1,WIERSMA Abe,NED,ROW,Men's Quadruple Sculls
1,WIETEN Tone,NED,ROW,Men's Quadruple Sculls
1,METSEMAKERS Koen,NED,ROW,Men's Quadruple Sculls
1,UITTENBOGAARD Lucas Theodoor Dirk,NED,ROW,Men's Quadruple Sculls
2,GROOM Angus,GBR,ROW,Men's Quadruple Sculls
2,LEASK Harry,GBR,ROW,Men's Quadruple Sculls
2,BARRAS Tom,GBR,ROW,Men's Quadruple Sculls
2,BEAUMONT Jack,GBR,ROW,Men's Quadruple Sculls
3,GIRDLESTONE Cameron,AUS,ROW,Men's Quadruple Sculls
3,ANTILL Caleb,AUS,ROW,Men's Quadruple Sculls
3,CLEARY Jack,AUS,ROW,Men's Quadruple Sculls
3,LETCHER Luke,AUS,ROW,Men's Quadruple Sculls
1,BODNAR Ancuta,ROU,ROW,Women's Double Sculls
1,RADIS Simona,ROU,ROW,Women's Double Sculls
2,OSBORNE Hannah,NZL,ROW,Women's Double Sculls
2,DONOGHUE Brooke,NZL,ROW,Women's Double Sculls
3,de JONG Roos,NED,ROW,Women's Double Sculls
